host,avgRTT,packetLoss,latency,hopCount,bandwidth,psnr,ssim_first,ssim_second,kaynak,kayitboyut,kayip,kayip_orani,h10gelen,h10giden,h10toplam,h14gelen,h14giden,h14toplam,type,server,tahmin_mos,real_mos
h2,636.348,0.0,111,4,10000000,32.400708,0.991883,20.906271,67209812,67371008,-161196,0.0,9648,84059,93707,9564,93419,102983,6,h10,0,5
h3,301.301,0.0,60,2,10000000,32.943246,0.989292,19.703039,67209812,67371008,-161196,0.0,1524220,92435,1710362,10446,95317,208746,6,h14,[4.33911831],4
h4,271.252,0.0,100,3,10000000,34.937399,0.99317,21.655543,67209812,67108864,100948,0.3900382878618973,3533172,103595,5347129,1923750,105330,2237826,6,h10,[3.85740124],5
h5,892.338,0.0,51,2,10000000,26.020967,0.962531,14.263263,67209812,66322432,887380,1.5601531514475893,7055814,120673,12523616,4011590,116455,6365871,6,h14,[3.7416807],4
h7,1327.896,0.0,77,3,10000000,21.015833,0.915532,10.733085,67209812,63963136,3246676,5.070497742204665,11251574,147557,23922747,8026492,136757,14529120,6,h14,[3.96392065],3
h8,257.297,0.0,99,3,10000000,31.295707,0.985261,18.31531,67209812,66322432,887380,1.5601531514475893,15446052,185459,39554258,14094210,168007,28791337,6,h10,[3.98569333],4
h9,1270.936,0.0,99,3,10000000,19.377066,0.883247,9.327309,67209812,58982400,8227412,12.481225211580714,21036386,230481,60821125,20370402,206449,49368188,6,h14,[3.84637583],3
h11,228.818,0.0,63,2,10000000,25.952372,0.969623,15.174589,67209812,63438848,3770964,5.85057431792846,27308486,279327,88408938,28489444,261433,78119065,6,h10,[3.65971603],4
h12,1215.233,0.0,51,2,10000000,19.561595,0.862145,8.605762,67209812,54525952,12683860,19.11187610523297,35029526,333519,123771983,36939472,318997,115377534,6,h14,[3.59044781],2
h13,1149.992,0.0,52,2,10000000,18.948007,0.849844,8.234566,67209812,52166656,15043156,22.622220695990045,43396564,390981,167559528,47174190,385097,162936821,6,h14,[3.57256595],2
h21,1279.039,0.0,84,3,10000000,17.713583,0.826777,7.613944,67209812,50331648,16878164,25.352488711023323,51856090,454395,219870013,59699972,459921,223096714,6,h14,[3.01560088],2
h22,1266.145,0.0,84,3,10000000,17.178629,0.816754,7.369643,67209812,48758784,18451028,27.692718438194703,60246504,688813,280805330,74211340,878577,298186631,6,h14,[2.85692551],2
h23,584.202,0.0,60,2,10000000,16.934032,0.808306,7.17391,67209812,47185920,20023892,30.03294816536609,68570300,4965643,354341273,90686764,5434469,394307864,6,h14,[2.56721939],2
h1,449.357,0.0,133,4,10000000,26.342844,0.970383,15.28465,67209812,61341696,5868116,8.970880620823637,76958290,13485361,444784924,109095932,14267125,517670921,6,h10,[2.35856114],4
h6,1218.694,0.0,25,1,10000000,17.253932,0.799272,6.973911,67209812,45613056,21596756,32.37317789253748,86721808,26298981,557805713,127529498,27335071,672535490,6,h14,[2.37787667],2
h3,287.205,0.0,46,2,10000000,34.72787,0.991345,20.62758,67209812,67371008,-161196,0.0,9446,121892,131338,9368,121491,130859,6,h14,0,5
h4,258.962,0.0,72,3,10000000,27.2966,0.966718,14.77795,67209812,66584576,625236,1.170114863585692,10482,132400,274220,1922588,140078,2193525,6,h14,[4.24261425],4
h5,592.4,0.0,92,4,10000000,33.596111,0.992028,20.984468,67209812,67371008,-161196,0.0,11448,154584,440252,5922460,173872,8289857,6,h10,[4.12269803],5
h7,366.067,0.0,89,4,10000000,33.211727,0.990178,20.077965,67209812,67108864,100948,0.3900382878618973,1437710,185284,2063246,10129014,208355,18627226,6,h10,[3.99893537],5
h8,484.94,0.0,67,3,10000000,30.42034,0.98438,18.063232,67209812,66322432,887380,1.5601531514475893,4959370,225938,7248554,14301700,243006,33171932,6,h10,[3.80500641],4
h9,1315.389,0.0,63,3,10000000,22.736363,0.921589,11.056254,67209812,63963136,3246676,5.070497742204665,10527610,277782,18053946,18488228,288187,51948347,6,h14,[3.96212561],3
h11,218.666,0.0,47,2,10000000,27.492118,0.978709,16.718079,67209812,63700992,3508820,5.460536030066562,16840100,331418,35225464,24529172,340531,76818050,6,h10,[3.84418318],4
h12,1219.976,0.0,40,2,10000000,20.479603,0.88792,9.504728,67209812,59244544,7965268,12.091186923718816,24587438,390870,60203772,30840480,394171,108052701,6,h14,[3.67306884],3
h13,1202.408,0.0,43,2,10000000,18.933716,0.86236,8.612552,67209812,54525952,12683860,19.11187610523297,32911164,459158,93574094,39016622,455559,147524882,6,h14,[3.5629154],2
h21,1255.973,0.0,70,3,10000000,18.825873,0.842996,8.040906,67209812,52166656,15043156,22.622220695990045,41362676,642794,135579564,49377246,760763,197662891,6,h14,[3.34347942],2
h22,1173.002,0.0,62,3,10000000,17.222563,0.825009,7.569842,67209812,50331648,16878164,25.352488711023323,49689568,4134558,189403690,61733944,4607325,264004160,6,h14,[3.10910158],2
h23,1241.8,0.0,46,2,10000000,17.702593,0.822722,7.513441,67209812,48758784,18451028,27.692718438194703,58082364,15162156,262648210,76218468,16054981,356277609,6,h14,[2.77898297],2
h1,1109.508,0.0,70,3,10000000,18.492761,0.81935,7.431622,67209812,47185920,20023892,30.03294816536609,66470424,33684616,362803250,92752718,35107923,484138250,6,h14,[2.48210866],2
h2,1139.102,0.0,62,3,10000000,17.914067,0.781345,6.602411,67209812,45613056,21596756,32.37317789253748,74856456,60325896,497985602,111242004,62256606,657636860,6,h14,[2.38235764],2
h6,265.472,0.0,74,3,10000000,27.749645,0.978528,16.681368,67209812,61603840,5605972,8.58084233296174,83200860,93484616,674671078,130395298,96046566,884078724,6,h10,[2.52599056],4
h5,286.827,0.0,42,2,10000000,33.612522,0.988537,19.406933,67209812,67371008,-161196,0.0,9788,1132999,1142787,9900,1073161,1083061,6,h14,0,4
h7,357.397,0.0,115,5,10000000,21.220972,0.863801,8.658252,67209812,66584576,625236,1.170114863585692,10670,1138194,2291651,1933002,1083637,4099700,6,h10,[4.3392863],2
h8,262.331,0.0,100,3,10000000,33.402311,0.9911,20.506065,67209812,67108864,100948,0.3900382878618973,1437002,2557456,6286109,4005862,2964305,11069867,6,h10,[3.88613608],5
h9,369.622,0.0,54,2,10000000,23.693183,0.93342,11.766557,67209812,64225280,2984532,4.680459454342768,4953898,4669216,15909223,6109316,5077847,22257030,6,h10,[3.8404646],3
h11,407.177,0.0,55,2,10000000,25.962619,0.976449,16.279954,67209812,66060288,1149524,1.9501914393094864,10571520,6805496,33286239,8191912,7171050,37619992,6,h10,[4.07516489],4
h12,580.158,0.0,76,3,10000000,25.79943,0.967002,14.815188,67209812,62914560,4295252,6.630650893652254,18293608,8960041,60539888,10300916,9293373,57214281,6,h10,[3.98784121],4
h13,1221.295,0.0,49,2,10000000,20.771358,0.896112,9.83433,67209812,59768832,7440980,11.311110347995022,28024440,11099027,99663355,12383136,11393907,80991324,6,h14,[3.73782398],3
h21,1311.161,0.0,63,3,10000000,19.222417,0.877412,9.115509,67209812,55836672,11373140,17.16168466592348,38595576,11862039,150120970,16414590,11667183,109073097,6,h14,[3.57152231],2
h22,1259.637,0.0,68,3,10000000,19.489901,0.872545,8.946432,67209812,53739520,13470292,20.28199096881866,49086382,12095811,211303163,22540052,12062235,143675384,6,h14,[3.48090779],2
h23,1031.597,0.0,42,2,10000000,18.165749,0.856151,8.420918,67209812,52428800,14781012,22.232182408128143,59571128,16617719,287492010,30654174,16765697,191095255,6,h14,[3.42451187],2
h1,964.346,0.0,63,3,10000000,17.621621,0.842519,8.027728,67209812,51118080,16091732,24.18237384743763,69975544,25481861,382949415,40935832,25882479,257913566,6,h14,[3.18639166],2
h2,885.964,0.0,68,3,10000000,18.302378,0.856217,8.422921,67209812,52428800,14781012,22.232182408128143,80470890,38919502,502339807,53345952,39537363,350796881,6,h14,[2.91905114],2
h3,732.694,0.0,42,2,10000000,25.686286,0.965367,14.605127,67209812,60293120,6916692,10.531033772271227,90948066,56965521,650253394,67765342,57814537,476376760,6,h14,[2.46776845],4
h4,254.412,0.0,79,3,10000000,22.383904,0.881869,9.276355,67209812,67371008,-161196,0.0,101372852,79721802,831348048,84314296,80922883,641613939,6,h10,[2.27649564],3
h6,615.829,0.0,20,1,10000000,21.47219,0.941806,12.351199,67209812,59506688,7703124,11.70114863585692,113267778,107201684,1051817510,100953968,108535763,851103670,6,h14,[2.29002491],3
h7,427.609,0.0,70,3,10000000,32.872192,0.988763,19.493446,67209812,67371008,-161196,0.0,9900,859394,869294,9942,864912,874854,6,h14,0,4
h8,318.746,0.0,107,3,10000000,35.989111,0.995391,23.363942,67209812,67371008,-161196,0.0,10782,861940,1742016,1885618,874576,3635048,6,h10,[4.3398961],5
h9,589.936,0.0,100,4,10000000,25.023778,0.950214,13.028926,67209812,66060288,1149524,1.9501914393094864,1433680,869550,4045246,4016016,885736,8536800,6,h14,[3.92974401],4
h11,325.832,0.0,73,2,10000000,36.013238,0.994699,22.75683,67209812,67108864,100948,0.3900382878618973,3533784,886498,8465528,7979674,905282,17421756,6,h10,[3.75730085],5
h12,429.639,0.0,98,3,10000000,31.690403,0.988284,19.312205,67209812,66584576,625236,1.170114863585692,7052338,913982,16431848,12206898,926750,30555404,6,h10,[3.98946525],4
h13,1282.843,0.0,54,2,10000000,20.308772,0.89123,9.634908,67209812,62914560,4295252,6.630650893652254,12623454,955787,30011089,16381236,952833,47889473,6,h14,[3.92618676],3
h21,1440.226,0.0,88,3,10000000,17.830592,0.822062,7.497311,67209812,56623104,10586708,15.991569802337793,18968340,1112603,50092032,22484960,1225995,71600428,6,h14,[3.85162912],2
h22,1402.983,0.0,84,3,10000000,16.120984,0.784083,6.657139,67209812,51904512,15305300,23.01225898385194,25263210,4538972,79894214,30715254,5002425,107318107,6,h14,[3.63304765],2
h23,1337.319,0.0,61,2,10000000,16.313972,0.776561,6.508402,67209812,48758784,18451028,27.692718438194703,31500228,15631863,127026305,40902270,16472853,164693230,6,h14,[3.41643484],2
h24,1400.291,0.0,73,3,10000000,15.921323,0.750066,6.021754,67209812,46137344,21072468,31.593101316813684,37757868,34274641,199058814,53312864,35573259,253579353,6,h14,[3.04188589],2
h25,1284.149,0.0,50,2,10000000,16.199128,0.742684,5.895337,67209812,43778048,23431764,35.10344590757076,44049102,61631191,304739107,67770466,63442073,384791892,6,h14,[2.67364891],2
h1,1077.01,0.0,88,3,10000000,16.09387,0.728282,5.658811,67209812,41943040,25266772,37.83371392260404,50339772,98321639,453400518,84385330,100342021,569519243,6,h14,[2.33037338],2
h2,1481.382,0.0,84,3,10000000,16.040443,0.72575,5.61853,67209812,39321600,27888212,41.73409680122301,56635276,142233512,652269306,102736668,145202630,817458541,6,h14,[2.33721396],2
h3,353.958,0.0,141,4,10000000,27.844384,0.978383,16.652021,67209812,63700992,3508820,5.460536030066562,62925946,194020657,909215909,122159470,197620086,1137238097,6,h10,[2.36368691],4
h4,303.298,0.0,103,3,10000000,27.891448,0.978719,16.72008,67209812,61603840,5605972,8.58084233296174,70526022,252772128,1232514059,141657302,256747590,1535642989,6,h10,[2.47528391],4
h5,1216.887,0.0,50,2,10000000,16.845738,0.725938,5.621508,67209812,37486592,29723220,44.46436481625629,80464518,317644564,1630623141,161321748,321886698,2018851435,6,h14,[2.63016329],2
h6,792.249,0.0,26,1,10000000,15.684949,0.701772,5.254511,67209812,35651584,31558228,47.19463283128957,90856072,387348738,2108827951,181324876,391678530,2591854841,6,h14,[2.59045455],2
h8,212.231,0.0,53,2,10000000,31.952522,0.988167,19.269148,67209812,67108864,100948,0.3900382878618973,9816,71251,81067,9822,73096,82918,6,h14,0,4
h9,205.86,0.0,41,2,10000000,32.561655,0.992483,21.239549,67209812,67371008,-161196,0.0,10698,76971,168736,1912470,83390,2078778,6,h10,[4.27446488],5
h11,209.794,0.0,52,2,10000000,34.185741,0.994175,22.34673,67209812,67371008,-161196,0.0,1435978,84739,1689453,4005784,94480,6179042,6,h10,[3.87241948],5
h12,297.625,0.0,51,2,10000000,23.474651,0.941307,12.314154,67209812,65798144,1411668,2.340229727171384,4957408,101659,6748520,6109168,105542,12393752,6,h14,[3.65680516],3
h13,965.119,0.0,45,2,10000000,20.620093,0.883047,9.319899,67209812,62128128,5081684,7.800765757237945,9153168,122907,16024595,10099234,125508,22618494,6,h14,[3.98778877],3
h21,1389.386,0.0,76,3,10000000,17.661967,0.818347,7.407583,67209812,55574528,11635284,17.55172295378538,13350070,148684,29523349,16253588,158840,39030922,6,h14,[3.94337497],2
h22,1269.2,0.0,84,3,10000000,16.999493,0.784236,6.660206,67209812,50331648,16878164,25.352488711023323,17547724,336472,47407545,24413484,539638,63984044,6,h14,[3.86570022],2
h23,1270.696,0.0,55,2,10000000,17.020974,0.764014,6.271134,67209812,46923776,20286036,30.422986453227992,21740238,4836912,73984695,34671870,5289301,103945215,6,h14,[3.73867405],2
h24,1299.098,0.0,80,3,10000000,15.769019,0.729323,5.675494,67209812,44302336,22907476,34.32336933184696,25902584,13626022,113513301,47019692,14334608,165299515,6,h14,[3.33258442],2
h25,1264.754,0.0,54,2,10000000,16.461599,0.723406,5.581575,67209812,41943040,25266772,37.83371392260404,30098274,26895342,170506917,61630884,27855340,254785739,6,h14,[2.96977943],2
h1,1316.544,0.0,76,3,10000000,15.377317,0.699433,5.220592,67209812,39583744,27626068,41.34405851336111,34293964,44508902,249309783,78122722,45803636,378712097,6,h14,[2.55665546],2
h2,1089.658,0.0,84,3,10000000,15.357496,0.69176,5.111109,67209812,36962304,30247508,45.24444139198009,38488442,66629900,354428125,96536222,68277596,543525915,6,h14,[2.40025107],2
h3,367.682,0.0,105,4,10000000,32.353614,0.989583,19.822616,67209812,66846720,363092,0.7800765757237946,42684202,92868206,489980533,115823076,94917532,754266523,6,h10,[2.40722263],4
h4,263.931,0.0,78,3,10000000,26.75492,0.97971,16.927284,67209812,64749568,2460244,3.9003828786189727,48248528,123302077,661531138,135297822,125572926,1015137271,6,h10,[2.61306876],4
h5,1352.194,0.0,54,2,10000000,15.172153,0.684264,5.006761,67209812,35127296,32082516,47.97470940701336,55985804,158707533,876224475,154840424,161302952,1331280647,6,h14,[2.50402008],2
h7,1272.194,0.0,80,3,10000000,15.116931,0.674318,4.872067,67209812,33292288,33917524,50.704977422046646,64323402,198329713,1138877590,174567028,201225804,1707073479,6,h14,[2.5900317],2
h6,1074.752,0.0,24,1,10000000,14.840191,0.667177,4.777868,67209812,31719424,35490388,53.04520714921803,72679900,242485280,1454042770,194389548,245638274,2147101301,6,h14,[2.58490933],2
h8,202.551,0.0,82,2,10000000,32.915569,0.987115,18.899262,67209812,67371008,-161196,0.0,9942,3558519,3568461,10194,3569198,3579392,6,h14,0,4
h9,261.37,0.0,108,3,10000000,23.189042,0.942845,12.429468,67209812,66060288,1149524,1.9501914393094864,10824,3559800,7139085,1921010,3578596,9078998,6,h14,[4.2323133],3
h11,205.681,0.0,65,2,10000000,36.995732,0.995503,23.4711,67209812,67371008,-161196,0.0,11790,3561398,10712273,5902992,3597776,18579766,6,h10,[3.9725647],5
h12,280.881,0.0,74,3,10000000,34.563601,0.992053,20.997794,67209812,67108864,100948,0.3900382878618973,1456220,3570876,15739369,10127366,3619604,32326736,6,h10,[3.94001139],5
h13,287.895,0.0,51,2,10000000,24.643851,0.930022,11.550387,67209812,65798144,1411668,2.340229727171384,4955018,3595109,24289496,14283202,3647943,50257881,6,h10,[3.84817612],3
h21,1441.03,0.0,81,3,10000000,20.910555,0.893282,9.717608,67209812,62652416,4557396,7.020689181514152,10579786,3622677,38491959,18521220,3677485,72456586,6,h14,[4.01021782],3
h22,1311.493,0.0,87,3,10000000,18.913496,0.841969,8.012567,67209812,57147392,10062420,15.211493226613996,16872838,3652573,59017370,24690484,3715039,100862109,6,h14,[3.88531434],2
h23,1304.744,0.0,58,2,10000000,16.930798,0.807808,7.162645,67209812,52428800,14781012,22.232182408128143,23164072,3687819,85869261,32792686,3762709,137417504,6,h14,[3.69084593],2
h24,263.328,0.0,102,3,10000000,26.030058,0.962809,14.295609,67209812,62652416,4557396,7.020689181514152,29434116,3732859,119036236,43051458,3819360,184288322,6,h10,[3.44110404],4
h25,1264.337,0.0,72,2,10000000,17.57913,0.80162,7.025028,67209812,49545216,17664596,26.52260357460901,37104772,3793417,159934425,53494066,3877125,241659513,6,h14,[3.31601404],2
h1,1359.475,0.0,112,3,10000000,16.725564,0.777497,6.526634,67209812,47448064,19761748,29.6429098775042,45442370,3866771,209243566,65769056,3943433,311372002,6,h14,[2.93382676],2
h2,1348.585,0.0,102,3,10000000,16.470126,0.762504,6.243438,67209812,45088768,22121044,33.153254468261274,53882424,3950669,267076659,80469050,4021107,395862159,6,h14,[2.65067893],2
h3,1083.672,0.0,73,2,10000000,16.349008,0.750079,6.021972,67209812,43253760,23956052,35.88352248329455,62276014,4049070,333401743,96953972,4110574,496926705,6,h14,[2.61422639],2
h4,649.87,0.0,102,3,10000000,25.977759,0.964294,14.472543,67209812,60293120,6916692,10.531033772271227,70605668,4193678,408201089,115371918,4251874,616550497,6,h10,[2.67720671],4
h5,483.519,0.0,131,4,10000000,21.948463,0.94203,12.367937,67209812,59244544,7965268,12.091186923718816,80462548,4300278,492963915,134176732,4349026,755076255,6,h10,[2.39966126],3
h7,1336.009,0.0,113,3,10000000,16.616426,0.745127,5.93676,67209812,41156608,26053204,39.00382878618973,92278324,4416360,589658599,152652442,4457784,912186481,6,h14,[2.5064373],2
h6,1163.873,0.0,38,1,10000000,16.595399,0.743862,5.915258,67209812,39321600,27888212,41.73409680122301,104827810,4539972,699026381,171710998,4574502,1088471981,6,h14,[2.4882572],2
h9,207.566,0.0,42,2,10000000,35.447806,0.994612,22.686049,67209812,67371008,-161196,0.0,10034,323300,333334,9734,398585,408319,6,h10,0,5
h11,207.769,0.0,42,2,10000000,29.532483,0.981769,17.391971,67209812,66846720,363092,0.7800765757237946,1417346,331438,2082118,10616,400133,819068,6,h10,[4.3621959],4
h12,260.952,0.0,63,3,10000000,25.184249,0.947458,12.794924,67209812,65011712,2198100,3.510344590757076,4956660,348358,7387136,11582,401931,1232581,6,h10,[3.80653597],3
h13,257.082,0.0,48,2,10000000,20.612121,0.915694,10.741398,67209812,61079552,6130260,9.360918908685536,10577876,374806,18339818,12548,411715,1656844,6,h10,[3.85352765],3
h21,601.471,0.0,65,3,10000000,35.79353,0.994713,22.767563,67209812,67371008,-161196,0.0,18295312,411746,37046876,13514,423939,2094297,6,h14,[3.88299298],5
h22,1310.053,0.0,65,3,10000000,27.164856,0.973507,15.768615,67209812,66584576,625236,1.170114863585692,26683302,454050,64184228,1926888,446224,4467409,6,h14,[3.79943102],4
h23,1247.742,0.0,43,2,10000000,24.106673,0.937536,12.043671,67209812,64487424,2722388,4.29042116648087,35073716,493214,99751158,5895226,474573,10837208,6,h14,[3.67265008],3
h24,785.643,0.0,63,3,10000000,19.618318,0.89683,9.864478,67209812,57409536,9800276,14.8214549387521,43424450,537636,143713244,12014118,512427,23363753,6,h10,[3.73483625],3
h25,1204.316,0.0,41,2,10000000,20.874793,0.904623,10.20556,67209812,60030976,7178836,10.921072060133124,53281282,591992,197586518,18300086,559577,42223416,6,h14,[3.63284403],3
h1,1088.04,0.0,65,3,10000000,18.401257,0.873896,8.992708,67209812,56098816,11110996,16.771646378061583,63766028,655761,262008307,26500044,616307,69339767,6,h14,[3.53071829],2
h2,887.674,0.0,65,3,10000000,19.241116,0.868776,8.819863,67209812,54001664,13208148,19.891952680956763,74170444,727970,336906721,36769056,681527,106790350,6,h14,[3.44669436],2
h3,804.002,0.0,43,2,10000000,17.814318,0.853434,8.33968,67209812,52428800,14781012,22.232182408128143,84741650,810044,422458415,49109794,757357,156657501,6,h14,[3.33216367],2
h4,797.166,0.0,65,3,10000000,17.772931,0.850431,8.251598,67209812,51380224,15829588,23.792335559575736,95180400,901130,518539945,63628930,842637,221129068,6,h14,[2.71829586],2
h5,564.811,0.0,87,4,10000000,18.296192,0.883551,9.338636,67209812,55836672,11373140,17.16168466592348,105633842,1004224,625178011,80369768,937353,302436189,6,h10,[2.17924125],3
h7,693.451,0.0,61,3,10000000,18.074383,0.854081,8.35889,67209812,50331648,16878164,25.352488711023323,117528654,1127622,743834287,97009582,1053381,400499152,6,h14,[2.24709699],2
h8,732.225,0.0,63,3,10000000,20.827284,0.892201,9.673837,67209812,54788096,12421716,18.72183781737107,130049400,1239898,875123585,115331114,1158987,516989253,6,h10,[2.43949915],3
h6,721.203,0.0,75,3,10000000,18.847693,0.877841,9.130734,67209812,54001664,13208148,19.891952680956763,144062268,1371194,1020557047,133950064,1269035,652208352,6,h10,[2.42968484],2
h11,153.084,0.0,23,1,10000000,33.834046,0.993049,21.57949,67209812,67371008,-161196,0.0,9746,61568,71314,9536,64891,74427,6,h14,0,5
h12,208.096,0.0,50,2,10000000,25.966846,0.96084,14.071564,67209812,66322432,887380,1.5601531514475893,10698,64063,146075,1917352,74947,2066726,6,h14,[4.24366694],4
h13,209.973,0.0,40,2,10000000,33.620689,0.994645,22.712484,67209812,67371008,-161196,0.0,11664,65819,223558,5881010,94208,8041944,6,h10,[3.89293908],5
h21,311.63,0.0,95,4,10000000,33.751223,0.990664,20.298165,67209812,67108864,100948,0.3900382878618973,1436944,73359,1733861,10118276,114608,18274828,6,h10,[4.00805153],5
h22,663.657,0.0,75,3,10000000,22.146935,0.912822,10.595954,67209812,63438848,3770964,5.85057431792846,4958374,91081,6783316,14303854,135946,32714628,6,h14,[3.82300213],3
h23,647.528,0.0,87,4,10000000,29.588927,0.982132,17.479239,67209812,66060288,1149524,1.9501914393094864,9155276,114561,16053153,20401464,167951,53284043,6,h10,[3.99338261],4
h24,375.496,0.0,71,3,10000000,26.881143,0.971165,15.400756,67209812,62914560,4295252,6.630650893652254,14723516,141294,30917963,26662488,206155,80152686,6,h10,[3.90348217],4
h25,1252.051,0.0,51,2,10000000,19.603626,0.862207,8.60772,67209812,58195968,9013844,13.651340075166408,22490292,176974,53585229,32955540,253305,113361531,6,h14,[3.72436028],2
h1,1362.947,0.0,71,3,10000000,18.578131,0.835254,7.831856,67209812,53215232,13994580,21.06206754454245,30814018,216092,84615339,41149928,309301,154820760,6,h14,[3.50589397],2
h2,1212.226,0.0,75,3,10000000,16.899505,0.808124,7.16979,67209812,50593792,16616020,24.962450423161428,39271120,261268,124147727,51474734,373731,206669225,6,h14,[3.27238232],2
h3,1179.91,0.0,50,2,10000000,16.910514,0.79368,6.854596,67209812,48234496,18975316,28.472795013918507,47661534,315866,172125127,63825812,448603,270943640,6,h14,[3.12396405],2
h4,1370.367,0.0,73,3,10000000,16.773101,0.777698,6.530565,67209812,46137344,21072468,31.593101316813684,55992830,379840,228497797,78332638,533733,349810011,6,h14,[2.79409228],2
h5,1213.442,0.0,51,2,10000000,16.534819,0.762964,6.251853,67209812,44302336,22907476,34.32336933184696,64375674,453198,293326669,94826524,627977,445264512,6,h14,[2.76446921],2
h7,710.358,0.0,72,3,10000000,16.51378,0.751973,6.055003,67209812,41943040,25266772,37.83371392260404,72760488,633815,366720972,113328094,990724,559583330,6,h14,[2.45823093],2
h8,476.557,0.0,66,3,10000000,22.388846,0.95129,13.123861,67209812,60293120,6916692,10.531033772271227,81115490,4368723,452205185,132517408,4983402,697084140,6,h10,[2.66316899],4
h9,262.535,0.0,39,2,10000000,21.943098,0.945726,12.654073,67209812,59506688,7703124,11.70114863585692,90884972,11596861,554687018,152160388,12451332,861695860,6,h10,[2.55847479],3
h6,1216.543,0.0,27,1,10000000,16.458536,0.747843,5.983282,67209812,40108032,27101780,40.56398193763732,102769610,22330363,679786991,171764508,23361766,1056822134,6,h14,[2.49308504],2
h12,209.783,0.0,51,2,10000000,31.835473,0.986318,18.638555,67209812,67371008,-161196,0.0,9578,91890,101468,9326,94376,103702,6,h14,0,4
h13,206.522,0.0,50,2,10000000,27.128703,0.967687,14.906209,67209812,66584576,625236,1.170114863585692,10460,96745,208673,1911530,107156,2122388,6,h14,[4.28226845],4
h21,319.003,0.0,87,4,10000000,28.634635,0.973208,15.71998,67209812,67108864,100948,0.3900382878618973,11496,99043,319212,5943310,126964,8192662,6,h10,[4.10769803],4
h22,352.227,0.0,101,4,10000000,32.764836,0.98927,19.693903,67209812,66846720,363092,0.7800765757237946,1436776,106658,1862646,10117982,147582,18458226,6,h10,[4.00805153],4
h23,584.864,0.0,100,4,10000000,25.492871,0.967512,14.882765,67209812,65536000,1673812,2.730268015033281,4959418,124025,6946089,14303602,168332,32930160,6,h10,[3.80999559],4
h24,986.048,0.0,68,3,10000000,22.397494,0.939408,12.175845,67209812,61865984,5343828,8.190804045099844,10577604,152807,17676500,18509404,191185,51630749,6,h10,[3.96900061],3
h25,1363.223,0.0,52,2,10000000,22.696327,0.925141,11.257547,67209812,63963136,3246676,5.070497742204665,18294434,190027,36160961,22684940,221281,74536970,6,h14,[3.8422116],3
h1,1369.72,0.0,75,3,10000000,18.812656,0.874619,9.017685,67209812,58982400,8227412,12.481225211580714,26684848,405267,63251076,28807760,613493,103958223,6,h14,[3.63271994],2
h2,1259.784,0.0,74,3,10000000,18.836421,0.860361,8.549918,67209812,54525952,12683860,19.11187610523297,35075262,5081635,103407973,36981924,5528141,146468288,6,h14,[3.49287134],2
h3,1133.989,0.0,52,2,10000000,17.918152,0.840768,7.979708,67209812,52166656,15043156,22.622220695990045,43398988,14375879,161182840,47200166,15059999,208728453,6,h14,[3.42558657],2
h4,302.857,0.0,68,3,10000000,21.518365,0.927548,11.399507,67209812,58720256,8489556,12.871263499442612,51786978,28004089,240973907,59593188,28958955,297280596,6,h10,[2.92199162],3
h5,1190.125,0.0,52,2,10000000,17.877465,0.833223,7.778633,67209812,50331648,16878164,25.352488711023323,61586852,46299399,348860158,72127538,47493605,416901739,6,h14,[2.72159539],2
h7,1186.007,0.0,75,3,10000000,17.800054,0.818449,7.410003,67209812,48758784,18451028,27.692718438194703,72071598,69004549,489936305,86697990,70429303,574029032,6,h14,[2.49432758],2
h8,678.978,0.0,79,3,10000000,22.327064,0.932631,11.715411,67209812,57671680,9538132,14.4314166508902,82496384,96190584,668623273,103174568,97983566,775187166,6,h10,[2.3778305],3
h9,619.713,0.0,48,2,10000000,19.487052,0.909846,10.450132,67209812,56623104,10586708,15.991569802337793,94259648,127815299,890698220,119757186,129878766,1024823118,6,h10,[2.46958988],3
h11,1215.291,0.0,26,1,10000000,17.051097,0.806844,7.140915,67209812,47185920,20023892,30.03294816536609,108356962,163664017,1162719199,136641582,165872000,1327336700,6,h14,[2.5335011],2
h6,1155.066,0.0,25,1,10000000,17.576498,0.80524,7.105006,67209812,45613056,21596756,32.37317789253748,123073738,203614565,1489407502,155059720,206029882,1688426302,6,h14,[2.46613384],2
h13,212.968,0.0,53,2,10000000,33.678537,0.990248,20.109181,67209812,67371008,-161196,0.0,9704,662529,672233,9626,668598,678224,6,h14,0,5
h21,345.984,0.0,89,4,10000000,32.211081,0.989584,19.822991,67209812,67371008,-161196,0.0,10656,667314,1350203,1927930,678724,3284878,6,h10,[4.35185768],4
h22,386.665,0.0,70,3,10000000,25.063597,0.954295,13.400351,67209812,66322432,887380,1.5601531514475893,1456600,674854,3481657,4021202,689860,7995940,6,h14,[3.95482099],4
h23,423.834,0.0,99,4,10000000,31.554769,0.986895,18.825539,67209812,66846720,363092,0.7800765757237946,3548872,862540,7893069,8021004,1066082,17083026,6,h10,[3.75186877],4
h24,854.963,0.0,67,3,10000000,23.040668,0.956008,13.566267,67209812,65536000,1673812,2.730268015033281,7058870,5515576,20467515,12258228,5934794,35276048,6,h10,[4.04025418],4
h25,871.633,0.0,90,4,10000000,25.086746,0.955497,13.516125,67209812,62128128,5081684,7.800765757237945,12676980,14677213,47821708,16392076,15334420,67002544,6,h10,[3.95351415],4
