host,avgRTT,packetLoss,latency,hopCount,bandwidth,psnr,ssim_first,ssim_second,kaynak,kayitboyut,kayip,kayip_orani,type,server,real_mos
h11,315.879,0.0,96,4,10000000,13.833893,0.580367,3.771305,67209812,33292288,33917524,50.46513744153904,1,h10,2
h12,271.331,0.0,68,3,10000000,13.680915,0.573647,3.702303,67209812,30408704,36801108,54.75555860801992,1,h10,2
h13,210.205,0.0,41,2,10000000,13.930977,0.561187,3.57721,67209812,28311552,38898260,57.87586491091509,1,h10,2
h21,380.381,0.0,60,5,10000000,13.847908,0.588832,3.859809,67209812,26738688,40471124,60.21609463808647,1,h10,2
h22,371.195,0.0,69,5,10000000,13.998135,0.595367,3.929387,67209812,24641536,42568276,63.336400940981655,1,h10,2
h23,565.747,0.0,56,4,10000000,13.903753,0.597781,3.955378,67209812,23068672,44141140,65.67663066815304,1,h10,2
h24,266.081,0.0,68,3,10000000,13.727432,0.591312,3.886082,67209812,21757952,45451860,67.62682210746253,1,h10,2
h25,319.527,0.0,65,4,10000000,13.611924,0.573841,3.704285,67209812,20709376,46500436,69.18697525891011,1,h10,2
h6,256.691,0.0,55,3,10000000,13.499938,0.561766,3.582942,67209812,19922944,47286868,70.3570901224958,1,h10,2
h2,1519.71,0.0,100,7,10000000,27.57223,0.959023,13.874617,67209812,66584576,625236,0.930274883078084,1,h10,4
h3,1162.499,0.0,75,4,10000000,20.799768,0.884225,9.363854,67209812,63700992,3508820,5.2206960495589545,1,h10,3
h4,1493.509,0.0,93,3,10000000,17.161165,0.787952,6.735653,67209812,57933824,9275988,13.801538382520697,1,h10,2
h5,1400.425,0.0,75,4,10000000,16.247337,0.727926,5.653134,67209812,50593792,16616020,24.72261044265382,1,h10,2
h7,1237.332,0.0,75,5,10000000,14.572113,0.666035,4.762996,67209812,44302336,22907476,34.08352935133935,1,h10,2
h8,531.874,0.0,75,6,10000000,14.870949,0.641572,4.455985,67209812,40108032,27101780,40.32414195712971,1,h10,2
h9,212.609,0.0,67,2,10000000,14.03138,0.618025,4.179649,67209812,36700160,30509652,45.39463969933438,1,h10,2
h11,223.612,0.0,60,2,10000000,14.162948,0.595179,3.927365,67209812,33554432,33655380,50.07509915367715,1,h10,2
h12,266.348,0.0,77,3,10000000,13.706251,0.571957,3.685125,67209812,30932992,36276820,53.97548203229612,1,h10,2
h13,241.407,0.0,59,2,10000000,13.816762,0.575878,3.725089,67209812,28311552,38898260,57.87586491091509,1,h10,2
h21,374.81,0.0,108,5,10000000,13.74541,0.579629,3.763673,67209812,26476544,40733268,60.60613292594837,1,h10,2
h22,470.812,0.0,100,7,10000000,13.475287,0.57552,3.721423,67209812,25165824,42043988,62.55632436525785,1,h10,2
h23,360.259,0.0,75,4,10000000,13.664708,0.57887,3.755835,67209812,23330816,43878996,65.28659238029114,1,h10,2
h24,583.759,0.0,93,3,10000000,13.348332,0.568417,3.64936,67209812,21495808,45714004,68.01686039532441,1,h10,2
h25,338.04,0.0,75,4,10000000,13.309177,0.563059,3.595774,67209812,20185088,47024724,69.9670518346339,1,h10,2
h1,365.455,0.0,108,5,10000000,12.371946,0.539765,3.370207,67209812,19136512,48073300,71.5272049860815,1,h10,2
h6,254.558,0.0,63,3,10000000,12.877733,0.550429,3.47202,67209812,18350080,48859732,72.69731984966718,1,h10,2
h3,1300.287,0.0,85,4,10000000,26.945564,0.952701,13.251468,67209812,66322432,887380,1.3203131709399811,1,h10,4
h4,1304.748,0.0,61,3,10000000,19.906369,0.864187,8.670571,67209812,62914560,4295252,6.390810913144645,1,h10,2
h5,1474.811,0.0,86,4,10000000,17.143962,0.778255,6.541454,67209812,57671680,9538132,14.191576670382592,1,h10,2
h7,1442.53,0.0,109,5,10000000,15.676838,0.714788,5.448326,67209812,49807360,17402452,25.892725306239512,1,h10,2
h8,1180.27,0.0,83,3,10000000,15.069808,0.656458,4.6402,67209812,43515904,23693908,35.253644214925046,1,h10,2
h9,359.358,0.0,50,2,10000000,14.530567,0.625626,4.266939,67209812,39583744,27626068,41.10421853285351,1,h10,2
h11,226.076,0.0,63,2,10000000,13.996443,0.60225,4.003895,67209812,36175872,31033940,46.17471627505817,1,h10,2
h12,,100.0,78,3,10000000,13.912718,0.598929,3.967785,67209812,33292288,33917524,50.46513744153904,1,h10,2
h13,1249.084,0.0,78,4,10000000,14.138219,0.587146,3.842033,67209812,30670848,36538964,54.36552032015801,1,h10,2
h21,1372.437,0.0,85,4,10000000,14.13541,0.584339,3.81261,67209812,28311552,38898260,57.87586491091509,1,h10,2
h22,1301.382,0.0,101,5,10000000,13.701351,0.577027,3.736878,67209812,26214400,40995412,60.99617121381027,1,h10,2
h23,1348.884,0.0,110,5,10000000,14.113953,0.585805,3.827955,67209812,24903680,42306132,62.94636265311976,1,h10,2
h24,1251.776,0.0,61,3,10000000,14.043037,0.583881,3.807826,67209812,22806528,44403284,66.06666895601492,1,h10,2
h25,1275.591,0.0,86,4,10000000,13.589368,0.580899,3.776812,67209812,21495808,45714004,68.01686039532441,1,h10,2
h1,1359.693,0.0,85,4,10000000,13.911444,0.583502,3.803868,67209812,20185088,47024724,69.9670518346339,1,h10,2
h2,1376.169,0.0,101,5,10000000,13.554171,0.56756,3.640739,67209812,19136512,48073300,71.5272049860815,1,h10,2
h6,1290.475,0.0,109,5,10000000,14.019365,0.570953,3.674952,67209812,18350080,48859732,72.69731984966718,1,h10,2
h4,1507.216,0.0,84,3,10000000,27.371574,0.960899,14.078135,67209812,66584576,625236,0.930274883078084,1,h10,4
h5,1095.983,0.0,111,4,10000000,20.105032,0.872088,8.930887,67209812,63176704,4033108,6.00077262528275,1,h10,2
h7,1370.338,0.0,99,4,10000000,16.144467,0.757497,6.152821,67209812,57409536,9800276,14.58161495824449,1,h10,2
h8,1344.817,0.0,79,3,10000000,15.446842,0.702343,5.262846,67209812,49545216,17664596,26.28276359410141,1,h10,2
h9,1262.423,0.0,50,2,10000000,13.197314,0.653624,4.604528,67209812,43778048,23431764,34.863605927063155,1,h10,2
h11,468.122,0.0,52,2,10000000,13.603794,0.60411,4.024257,67209812,39321600,27888212,41.4942568207154,1,h10,2
h12,338.595,0.0,72,3,10000000,14.088041,0.608251,4.069919,67209812,36175872,31033940,46.17471627505817,1,h10,2
h13,263.681,0.0,58,2,10000000,13.758331,0.5924,3.897655,67209812,33292288,33917524,50.46513744153904,1,h10,2
h21,324.722,0.0,112,4,10000000,13.415696,0.5631,3.596177,67209812,30670848,36538964,54.36552032015801,1,h10,2
h22,372.492,0.0,122,5,10000000,13.734041,0.584169,3.810831,67209812,28049408,39160404,58.26590319877699,1,h10,2
h23,373.188,0.0,101,4,10000000,13.675022,0.583884,3.807857,67209812,25952256,41257556,61.38620950167216,1,h10,2
h24,311.574,0.0,84,3,10000000,13.559217,0.576616,3.732659,67209812,24641536,42568276,63.336400940981655,1,h10,2
h25,343.785,0.0,111,4,10000000,13.580268,0.576376,3.730193,67209812,22806528,44403284,66.06666895601492,1,h10,2
h1,553.389,0.0,112,4,10000000,13.586338,0.584596,3.815298,67209812,21233664,45976148,68.40689868318633,1,h10,2
h2,418.673,0.0,122,5,10000000,14.022519,0.592844,3.902394,67209812,20185088,47024724,69.9670518346339,1,h10,2
h3,322.636,0.0,101,4,10000000,13.626385,0.572016,3.685728,67209812,18874368,48335444,71.9172432739434,1,h10,2
h6,258.17,0.0,81,3,10000000,12.993826,0.551191,3.479383,67209812,18087936,49121876,73.0873581375291,1,h10,2
h5,1453.506,0.0,59,5,10000000,27.741977,0.961522,14.147903,67209812,66584576,625236,0.930274883078084,1,h10,4
h7,1149.952,0.0,29,4,10000000,20.379148,0.868903,8.824086,67209812,62914560,4295252,6.390810913144645,1,h10,2
h8,1376.357,0.0,29,3,10000000,16.579182,0.762807,6.248973,67209812,57409536,9800276,14.58161495824449,1,h10,2
h9,1290.598,0.0,13,2,10000000,15.508859,0.707042,5.331949,67209812,50069504,17140308,25.50268701837761,1,h10,2
h11,1164.449,0.0,14,2,10000000,14.419828,0.638221,4.415564,67209812,43778048,23431764,34.863605927063155,1,h10,2
h12,657.307,0.0,22,3,10000000,14.166301,0.62486,4.258067,67209812,39845888,27363924,40.71418024499161,1,h10,2
h13,224.628,0.0,13,2,10000000,13.424717,0.595908,3.935198,67209812,36438016,30771796,45.78467798719628,1,h10,2
h21,369.697,0.0,47,5,10000000,13.68969,0.5893,3.864751,67209812,33554432,33655380,50.07509915367715,1,h10,2
h22,319.836,0.0,42,4,10000000,13.652757,0.587306,3.843715,67209812,31195136,36014676,53.58544374443422,1,h10,2
h23,360.173,0.0,44,5,10000000,13.659593,0.570311,3.66846,67209812,28573696,38636116,57.48582662305319,1,h10,2
h24,267.158,0.0,37,3,10000000,13.333287,0.565291,3.618011,67209812,26476544,40733268,60.60613292594837,1,h10,2
h25,392.457,0.0,59,5,10000000,13.643137,0.570082,3.666143,67209812,25165824,42043988,62.55632436525785,1,h10,2
h1,367.297,0.0,47,5,10000000,13.611283,0.574259,3.708546,67209812,23330816,43878996,65.28659238029114,1,h10,2
h2,525.74,0.0,42,4,10000000,13.296913,0.574742,3.713473,67209812,21495808,45714004,68.01686039532441,1,h10,2
h3,414.058,0.0,44,5,10000000,13.730871,0.578827,3.755393,67209812,20185088,47024724,69.9670518346339,1,h10,2
h4,282.489,0.0,37,3,10000000,13.214429,0.562884,3.594031,67209812,19136512,48073300,71.5272049860815,1,h10,2
h6,313.298,0.0,38,4,10000000,13.622361,0.565215,3.617255,67209812,18350080,48859732,72.69731984966718,1,h10,2
h7,1384.568,0.0,169,4,10000000,26.447104,0.958016,13.769145,67209812,66584576,625236,0.930274883078084,1,h10,4
h8,1272.414,0.0,154,3,10000000,20.610459,0.871117,8.898051,67209812,63176704,4033108,6.00077262528275,1,h10,2
h9,1329.054,0.0,133,2,10000000,17.462945,0.785136,6.678357,67209812,57409536,9800276,14.58161495824449,1,h10,2
h11,1390.877,0.0,127,2,10000000,16.177084,0.721442,5.550844,67209812,49807360,17402452,25.892725306239512,1,h10,2
h12,1246.523,0.0,143,3,10000000,14.62344,0.655002,4.621831,67209812,44040192,23169620,34.47356763920125,1,h10,2
h13,382.783,0.0,124,2,10000000,14.302146,0.628429,4.299579,67209812,40108032,27101780,40.32414195712971,1,h10,2
h21,414.544,0.0,182,5,10000000,13.852005,0.603565,4.018275,67209812,36438016,30771796,45.78467798719628,1,h10,2
h22,346.767,0.0,170,4,10000000,13.739515,0.586911,3.839568,67209812,33030144,34179668,50.85517572940093,1,h10,2
h23,391.557,0.0,177,4,10000000,14.042825,0.581376,3.781758,67209812,30670848,36538964,54.36552032015801,1,h10,2
h24,339.894,0.0,157,3,10000000,13.982785,0.575619,3.72244,67209812,28049408,39160404,58.26590319877699,1,h10,2
h25,339.518,0.0,178,4,10000000,13.841404,0.575453,3.72074,67209812,26214400,40995412,60.99617121381027,1,h10,2
h1,367.63,0.0,182,5,10000000,13.589191,0.565418,3.619284,67209812,24903680,42306132,62.94636265311976,1,h10,2
h2,387.98,0.0,170,4,10000000,13.50189,0.571669,3.682202,67209812,23068672,44141140,65.67663066815304,1,h10,2
h3,696.316,0.0,177,4,10000000,13.680111,0.581375,3.781746,67209812,21495808,45714004,68.01686039532441,1,h10,2
h4,260.543,0.0,157,3,10000000,13.757631,0.580821,3.776002,67209812,20185088,47024724,69.9670518346339,1,h10,2
h5,364.188,0.0,178,4,10000000,12.872159,0.552341,3.490529,67209812,19136512,48073300,71.5272049860815,1,h10,2
h6,256.44,0.0,148,3,10000000,13.166869,0.553129,3.498178,67209812,18612224,48597588,72.3072815618053,1,h10,2
h8,1296.279,0.0,0,6,10000000,27.399009,0.967474,14.877654,67209812,66846720,363092,0.5402365952161866,1,h10,4
h9,1023.567,0.0,0,2,10000000,21.09636,0.89965,9.984811,67209812,64225280,2984532,4.440619473835159,1,h10,3
h11,1274.575,0.0,0,2,10000000,18.3748,0.819542,7.436232,67209812,59244544,7965268,11.851346943211208,1,h10,2
h12,1373.142,0.0,0,3,10000000,14.954075,0.72784,5.651755,67209812,51642368,15567444,23.16245729120623,1,h10,2
h13,1201.868,0.0,0,2,10000000,15.57184,0.703426,5.278676,67209812,45350912,21858900,32.52337619989177,1,h10,2
h21,966.326,0.0,0,4,10000000,14.418064,0.650718,4.568235,67209812,41418752,25791060,38.37395051782023,1,h10,2
h22,339.029,0.0,0,5,10000000,13.965549,0.622059,4.225756,67209812,38010880,29198932,43.44444826002489,1,h10,2
h23,347.168,0.0,0,5,10000000,13.610752,0.598034,3.95811,67209812,35127296,32082516,47.73486942650576,1,h10,2
h24,258.595,0.0,0,3,10000000,13.560701,0.584059,3.809679,67209812,32243712,34966100,52.02529059298663,1,h10,2
h25,342.36,0.0,0,4,10000000,13.653782,0.578535,3.752387,67209812,29360128,37849684,56.315711759467504,1,h10,2
h1,308.688,0.0,0,4,10000000,13.77237,0.586039,3.83041,67209812,27262976,39946836,59.436018062362685,1,h10,2
h2,360.852,0.0,0,5,10000000,13.708468,0.581801,3.786166,67209812,25952256,41257556,61.38620950167216,1,h10,2
h3,387.71,0.0,0,5,10000000,13.73038,0.587727,3.848149,67209812,23855104,43354708,64.50651580456734,1,h10,2
h4,630.365,0.0,0,3,10000000,13.757152,0.588751,3.858949,67209812,22282240,44927572,66.84674553173873,1,h10,2
h5,337.546,0.0,0,4,10000000,13.699349,0.584094,3.810048,67209812,20971520,46238292,68.79693697104821,1,h10,2
h7,392.037,0.0,0,7,10000000,13.690864,0.57505,3.71662,67209812,20185088,47024724,69.9670518346339,1,h10,2
h6,406.45,0.0,0,6,10000000,13.641844,0.571195,3.677401,67209812,19398656,47811156,71.1371666982196,1,h10,2
h9,1200.092,0.0,75,3,10000000,19.484608,0.787818,6.732914,67209812,67108864,100948,0.1501983073542893,1,h14,2
h11,1160.471,0.0,25,1,10000000,17.120524,0.73111,5.704259,67209812,64749568,2460244,3.660542898111365,1,h14,2
h12,1275.643,0.0,51,2,10000000,16.499276,0.701877,5.256047,67209812,60030976,7178836,10.681232079625516,1,h14,2
h13,1324.154,0.0,57,2,10000000,15.086027,0.672715,4.850741,67209812,52428800,14781012,21.99234242762054,1,h14,2
h21,1661.762,0.0,94,4,10000000,10.772198,0.507492,3.075864,67209812,58720256,8489556,12.631423518935003,1,h14,2
h22,366.095,0.0,75,3,10000000,13.968389,0.617876,4.177959,67209812,42205184,25004628,37.20383565423454,1,h14,2
h23,306.273,0.0,65,2,10000000,14.109722,0.605172,4.035925,67209812,39059456,28150356,41.884295108577305,1,h14,2
h24,,100.0,147,3,10000000,13.827911,0.588555,3.856882,67209812,35913728,31296084,46.56475456292007,1,h14,2
h25,1240.319,0.0,124,2,10000000,13.508217,0.572523,3.690871,67209812,33030144,34179668,50.85517572940093,1,h14,2
h1,1258.264,0.0,94,4,10000000,13.602708,0.55989,3.564387,67209812,30408704,36801108,54.75555860801992,1,h14,2
h2,1250.912,0.0,75,3,10000000,13.626569,0.566328,3.628383,67209812,28311552,38898260,57.87586491091509,1,h14,2
h3,1170.58,0.0,65,2,10000000,13.685974,0.56894,3.654626,67209812,27000832,40208980,59.826056350224576,1,h14,2
h4,1318.146,0.0,147,3,10000000,13.693325,0.574968,3.715782,67209812,24903680,42306132,62.94636265311976,1,h14,2
h5,1180.058,0.0,124,2,10000000,13.757328,0.579041,3.757604,67209812,23330816,43878996,65.28659238029114,1,h14,2
h7,1233.915,0.0,75,3,10000000,13.566695,0.576243,3.72883,67209812,22020096,45189716,67.23678381960062,1,h14,2
h8,1204.406,0.0,51,2,10000000,14.035839,0.575147,3.717613,67209812,20971520,46238292,68.79693697104821,1,h14,2
h6,1084.19,0.0,26,1,10000000,13.643121,0.578825,3.755372,67209812,20185088,47024724,69.9670518346339,1,h14,2
h11,,100.0,19,1,10000000,11.402206,0.460806,2.682552,67209812,56885248,10324564,15.361691533968283,1,h14,1
h12,,100.0,44,2,10000000,11.159024,0.461487,2.688035,67209812,53739520,13470292,20.04215098831105,1,h14,1
h13,,100.0,40,2,10000000,10.99217,0.444225,2.551011,67209812,48234496,18975316,28.232955033410896,1,h14,1
h21,,100.0,65,3,10000000,10.962462,0.437603,2.49957,67209812,41418752,25791060,38.37395051782023,1,h14,1
h22,,100.0,61,3,10000000,10.674133,0.431586,2.453353,67209812,35651584,31558228,46.95479285078197,1,h14,1
h23,,100.0,42,2,10000000,10.567459,0.43671,2.492682,67209812,32505856,34703956,51.63525230512474,1,h14,1
h24,,100.0,61,3,10000000,10.646485,0.440546,2.522358,67209812,29622272,37587540,55.925673471605606,1,h14,1
h25,,100.0,43,2,10000000,10.513057,0.437879,2.501702,67209812,27525120,39684692,59.04597977450078,1,h14,1
h1,,100.0,65,3,10000000,10.696377,0.43788,2.501712,67209812,25427968,41781844,62.16628607739596,1,h14,1
h2,,100.0,61,3,10000000,10.514041,0.428521,2.429997,67209812,23330816,43878996,65.28659238029114,1,h14,1
h3,,100.0,42,2,10000000,10.44077,0.432644,2.461443,67209812,21757952,45451860,67.62682210746253,1,h14,1
h4,,100.0,61,3,10000000,11.032959,0.43204,2.456826,67209812,20447232,46762580,69.57701354677201,1,h14,1
h5,,100.0,43,2,10000000,10.652598,0.448906,2.587739,67209812,19136512,48073300,71.5272049860815,1,h14,1
h7,,100.0,65,3,10000000,10.471102,0.455675,2.641415,67209812,17825792,49384020,73.47739642539098,1,h14,1
h8,,100.0,40,2,10000000,10.688908,0.453628,2.625115,67209812,16777216,50432596,75.03754957683857,1,h14,1
h9,,100.0,65,3,10000000,8.800249,0.458634,2.665088,67209812,84889708,-17679896,-26.30552812735141,1,h14,1
h6,,100.0,19,1,10000000,10.307646,0.460773,2.682286,67209812,15204352,52005460,77.37777930400995,1,h14,1
h12,1663.374,0.0,76,3,10000000,21.096358,0.832077,7.7489,67209812,66846720,363092,0.5402365952161866,1,h14,2
h13,861.779,0.0,42,2,10000000,18.486874,0.771987,6.420406,67209812,63963136,3246676,4.830657761697057,1,h14,2
h21,1422.395,0.0,72,3,10000000,8.609009,0.515428,3.146412,67209812,64749568,2460244,3.660542898111365,1,h14,2
h22,1408.813,0.0,71,3,10000000,10.796801,0.493765,2.95648,67209812,55050240,12159572,18.091959549001565,1,h14,1
h23,1372.22,0.0,27,2,10000000,14.415955,0.630205,4.32039,67209812,44826624,22383188,33.30345277561556,1,h14,2
h24,,100.0,75,3,10000000,14.133311,0.606252,4.047822,67209812,41418752,25791060,38.37395051782023,1,h14,2
h25,1205.081,0.0,21,2,10000000,13.814795,0.597056,3.947553,67209812,38010880,29198932,43.44444826002489,1,h14,2
h1,1309.208,0.0,72,3,10000000,14.237591,0.581061,3.778495,67209812,34865152,32344660,48.12490771436766,1,h14,2
h2,1323.801,0.0,71,3,10000000,13.989163,0.572513,3.690773,67209812,32243712,34966100,52.02529059298663,1,h14,2
h3,1684.939,0.0,27,2,10000000,13.851738,0.563986,3.604995,67209812,29360128,37849684,56.315711759467504,1,h14,2
h4,1298.162,0.0,75,3,10000000,13.966248,0.561754,3.58282,67209812,27525120,39684692,59.04597977450078,1,h14,2
h5,1291.65,0.0,21,2,10000000,13.5799,0.565042,3.615528,67209812,25952256,41257556,61.38620950167216,1,h14,2
h7,1401.217,0.0,68,3,10000000,13.556943,0.567882,3.643973,67209812,23855104,43354708,64.50651580456734,1,h14,2
h8,1182.946,0.0,100,4,10000000,13.655735,0.572333,3.688941,67209812,22282240,44927572,66.84674553173873,1,h14,2
h9,1214.506,0.0,98,4,10000000,13.795829,0.590894,3.88164,67209812,20971520,46238292,68.79693697104821,1,h14,2
h11,1089.648,0.0,169,1,10000000,12.73824,0.55932,3.558768,67209812,19922944,47286868,70.3570901224958,1,h14,2
h6,1262.914,0.0,63,2,10000000,13.01901,0.558545,3.551133,67209812,19136512,48073300,71.5272049860815,1,h14,2
h13,1281.201,0.0,16,3,10000000,17.906651,0.794224,6.866061,67209812,47972352,19237460,28.622993321272794,1,h14,2
h21,1281.516,0.0,41,5,10000000,14.392371,0.784871,6.673015,67209812,45613056,21596756,32.133337912029866,1,h14,2
h22,1407.085,0.0,39,3,10000000,14.425516,0.703668,5.282214,67209812,42205184,25004628,37.20383565423454,1,h14,2
h23,1363.256,0.0,47,2,10000000,13.58556,0.622849,4.234851,67209812,37748736,29461076,43.83448654788678,1,h14,2
h24,1308.313,0.0,26,4,10000000,13.030334,0.592197,3.895499,67209812,33554432,33655380,50.07509915367715,1,h14,2
h25,603.016,0.0,44,5,10000000,12.649192,0.563713,3.602282,67209812,30932992,36276820,53.97548203229612,1,h14,2
h1,377.151,0.0,41,5,10000000,12.515874,0.546723,3.43636,67209812,28311552,38898260,57.87586491091509,1,h14,2
h2,296.402,0.0,39,3,10000000,12.589619,0.52007,3.188219,67209812,26214400,40995412,60.99617121381027,1,h14,2
h3,206.149,0.0,47,2,10000000,13.472439,0.512678,3.121836,67209812,24379392,42830420,63.726439228843546,1,h14,2
h4,316.451,0.0,26,4,10000000,12.46633,0.541385,3.385517,67209812,22020096,45189716,67.23678381960062,1,h14,2
h5,375.47,0.0,44,5,10000000,12.8665,0.554279,3.509364,67209812,20709376,46500436,69.18697525891011,1,h14,2
h7,256.31,0.0,41,3,10000000,12.411078,0.518551,3.174496,67209812,19398656,47811156,71.1371666982196,1,h14,2
h8,245.074,0.0,5,2,10000000,12.246166,0.535803,3.332978,67209812,17825792,49384020,73.47739642539098,1,h14,2
h9,305.197,0.0,12,3,10000000,12.247881,0.54247,3.395801,67209812,16252928,50956884,75.81762615256237,1,h14,2
h11,398.261,0.0,5,1,10000000,12.539782,0.530568,3.284271,67209812,15728640,51481172,76.59770272828617,1,h14,2
h12,230.902,0.0,12,2,10000000,11.916763,0.530548,3.284088,67209812,14417920,52791892,78.54789416759564,1,h14,2
h6,157.928,0.0,26,1,10000000,12.547648,0.51863,3.175209,67209812,14417920,52791892,78.54789416759564,1,h14,2
h21,1311.054,0.0,67,3,10000000,10.623538,0.5079,3.079468,67209812,111673344,-44463532,-66.15631062916826,1,h14,2
h22,1172.49,0.0,61,3,10000000,21.067081,0.890389,9.601439,67209812,63963136,3246676,4.830657761697057,1,h14,3
h23,1448.206,0.0,55,2,10000000,16.024089,0.705474,5.308759,67209812,58458112,8751700,13.0214618067969,1,h14,2
h24,1407.499,0.0,63,3,10000000,10.066391,0.462404,2.695443,67209812,54263808,12946004,19.262074412587257,1,h14,1
h25,1242.259,0.0,42,2,10000000,14.727145,0.666235,4.765588,67209812,45088768,22121044,32.91341448775366,1,h14,2
h1,568.622,0.0,67,3,10000000,13.958138,0.634781,4.374469,67209812,40894464,26315348,39.154027093544016,1,h14,2
h2,324.855,0.0,61,3,10000000,13.788834,0.602731,4.009148,67209812,37486592,29723220,44.22452483574869,1,h14,2
h3,320.172,0.0,55,2,10000000,13.954151,0.602246,4.003852,67209812,34603008,32606804,48.51494600222955,1,h14,2
h4,334.656,0.0,63,3,10000000,13.717985,0.589104,3.862676,67209812,32243712,34966100,52.02529059298663,1,h14,2
h5,296.33,0.0,42,2,10000000,13.824755,0.589942,3.871547,67209812,29360128,37849684,56.315711759467504,1,h14,2
h7,258.246,0.0,55,3,10000000,13.699949,0.591428,3.887312,67209812,27262976,39946836,59.436018062362685,1,h14,2
h8,203.464,0.0,47,2,10000000,13.847933,0.586553,3.835805,67209812,25690112,41519700,61.77624778953407,1,h14,2
h9,312.154,0.0,70,3,10000000,13.707459,0.596547,3.942074,67209812,23855104,43354708,64.50651580456734,1,h14,2
h11,195.165,0.0,24,1,10000000,14.317896,0.606705,4.052811,67209812,22282240,44927572,66.84674553173873,1,h14,2
h12,415.297,0.0,47,2,10000000,13.598862,0.59081,3.880745,67209812,20971520,46238292,68.79693697104821,1,h14,2
h13,292.764,0.0,44,2,10000000,12.880652,0.565903,3.624133,67209812,19922944,47286868,70.3570901224958,1,h14,2
h6,152.972,0.0,23,1,10000000,13.221602,0.565827,3.623371,67209812,19136512,48073300,71.5272049860815,1,h14,2
h22,1355.19,0.0,122,3,10000000,28.05802,0.963334,14.357403,67209812,66584576,625236,0.930274883078084,1,h14,4
h23,1071.533,0.0,80,2,10000000,20.064383,0.869115,8.831085,67209812,62914560,4295252,6.390810913144645,1,h14,2
h24,1449.66,0.0,74,4,10000000,17.762229,0.792065,6.820714,67209812,57671680,9538132,14.191576670382592,1,h14,2
h25,1453.763,0.0,74,5,10000000,16.371146,0.732427,5.72558,67209812,50331648,16878164,25.11264873051572,1,h14,2
h1,1503.247,0.0,89,5,10000000,14.690098,0.66739,4.780648,67209812,44302336,22907476,34.08352935133935,1,h14,2
h2,273.285,0.0,122,3,10000000,14.274765,0.628774,4.303611,67209812,40370176,26839636,39.93410366926781,1,h14,2
h3,267.155,0.0,80,2,10000000,13.889883,0.598796,3.966344,67209812,36962304,30247508,45.00460141147248,1,h14,2
h4,365.643,0.0,74,4,10000000,13.732901,0.588189,3.853018,67209812,34078720,33131092,49.29502257795336,1,h14,2
h5,350.682,0.0,74,5,10000000,13.685183,0.584417,3.813422,67209812,31195136,36014676,53.58544374443422,1,h14,2
h7,338.076,0.0,74,6,10000000,13.697881,0.576534,3.731816,67209812,28573696,38636116,57.48582662305319,1,h14,2
h8,211.347,0.0,59,2,10000000,13.59152,0.57943,3.76162,67209812,26476544,40733268,60.60613292594837,1,h14,2
h9,296.364,0.0,58,3,10000000,13.790499,0.586077,3.830805,67209812,25165824,42043988,62.55632436525785,1,h14,2
h11,164.295,0.0,12,1,10000000,13.512117,0.585207,3.821688,67209812,23330816,43878996,65.28659238029114,1,h14,2
h12,310.56,0.0,29,2,10000000,13.562262,0.588676,3.858158,67209812,21757952,45451860,67.62682210746253,1,h14,2
h13,519.575,0.0,82,3,10000000,13.706299,0.589344,3.86522,67209812,20709376,46500436,69.18697525891011,1,h14,2
h21,358.007,0.0,89,5,10000000,13.772883,0.586039,3.830401,67209812,19660800,47549012,70.7471284103577,1,h14,2
h6,154.33,0.0,44,1,10000000,13.662571,0.576195,3.728336,67209812,18874368,48335444,71.9172432739434,1,h14,2
h23,1231.793,0.0,41,2,10000000,29.068926,0.971925,15.516822,67209812,66846720,363092,0.5402365952161866,1,h14,4
h24,,100.0,72,3,10000000,21.951311,0.910861,10.499339,67209812,64487424,2722388,4.050581185973262,1,h14,3
h25,316.102,0.0,49,2,10000000,18.855335,0.831035,7.722041,67209812,59506688,7703124,11.461308655349312,1,h14,2
h1,340.033,0.0,54,3,10000000,16.480501,0.749142,6.005715,67209812,52166656,15043156,22.38238071548244,1,h14,2
h2,345.501,0.0,53,3,10000000,14.86591,0.691001,5.100432,67209812,45613056,21596756,32.133337912029866,1,h14,2
h3,284.735,0.0,41,2,10000000,14.436202,0.64587,4.508373,67209812,41680896,25528916,37.98391222995833,1,h14,2
h4,1543.978,0.0,72,3,10000000,14.151604,0.629945,4.317334,67209812,38535168,28674644,42.664371684301095,1,h14,2
h5,1140.037,0.0,49,2,10000000,13.857404,0.610658,4.096683,67209812,35389440,31820372,47.34483113864386,1,h14,2
h7,1181.554,0.0,66,3,10000000,14.108758,0.59903,3.968881,67209812,33030144,34179668,50.85517572940093,1,h14,2
h8,1111.273,0.0,45,2,10000000,14.163919,0.598687,3.965163,67209812,30146560,37063252,55.14559689588181,1,h14,2
h9,1201.321,0.0,66,3,10000000,13.856676,0.589251,3.864232,67209812,28049408,39160404,58.26590319877699,1,h14,2
h11,1098.451,0.0,23,1,10000000,13.590192,0.580445,3.772111,67209812,26476544,40733268,60.60613292594837,1,h14,2
h12,1158.885,0.0,45,2,10000000,13.651765,0.589233,3.864044,67209812,24641536,42568276,63.336400940981655,1,h14,2
h13,1150.248,0.0,49,2,10000000,13.66015,0.596813,3.944931,67209812,22806528,44403284,66.06666895601492,1,h14,2
