host,avgRTT,packetLoss,latency,hopCount,bandwidth,psnr,ssim_first,ssim_second,kaynak,kayitboyut,kayip,kayip_orani,type,server,real_mos
h21,735.902,0.0,106,4,10000000.0,18.667936,0.882554,9.301626,67209812.0,55574528,11635284,17.31188297327777,2.0,h10,3.0
h22,372.92,0.0,56,3,10000000.0,19.659291,0.919696,10.952647,67209812.0,57671680,9538132,14.191576670382592,2.0,h14,3.0
h23,420.126,0.0,99,4,10000000.0,19.246702,0.87655,9.08508,67209812.0,54525952,12683860,18.87203612472536,2.0,h10,2.0
h1,289.588,0.0,62,3,10000000.0,18.875933,0.907011,10.315688,67209812.0,56885248,10324564,15.361691533968283,2.0,h14,3.0
h6,284.107,0.0,82,3,10000000.0,20.756866,0.889169,9.553383,67209812.0,53739520,13470292,20.04215098831105,2.0,h10,3.0
h3,,100.0,98,4,10000000.0,10.432061,0.473878,2.789132,67209812.0,65011712,2198100,3.270504610249468,2.0,h10,1.0
h4,,100.0,67,4,10000000.0,10.755147,0.452138,2.613292,67209812.0,66060288,1149524,1.7103514588018789,2.0,h14,1.0
h5,,100.0,98,4,10000000.0,10.108853,0.456145,2.645167,67209812.0,63963136,3246676,4.830657761697057,2.0,h10,1.0
h7,9611.7,55.55555555555556,73,3,10000000.0,9.064855,0.502503,3.032093,67209812.0,66846720,363092,0.5402365952161866,2.0,h14,2.0
h8,3750.508,88.88888888888889,88,3,10000000.0,10.008234,0.447645,2.577817,67209812.0,61865984,5343828,7.950964064592235,2.0,h10,1.0
h9,284.712,0.0,89,3,10000000.0,10.479093,0.437652,2.499945,67209812.0,63963136,3246676,4.830657761697057,2.0,h14,1.0
h11,225.225,0.0,57,2,10000000.0,10.256384,0.449837,2.595085,67209812.0,57933824,9275988,13.801538382520697,2.0,h10,1.0
h12,374.105,0.0,63,2,10000000.0,9.962771,0.456743,2.64995,67209812.0,61603840,5605972,8.341002352454133,2.0,h14,1.0
h13,208.902,0.0,53,2,10000000.0,10.255253,0.458856,2.666875,67209812.0,54525952,12683860,18.87203612472536,2.0,h10,1.0
h21,427.696,0.0,57,3,10000000.0,12.316823,0.459338,2.670738,67209812.0,56623104,10586708,15.751729821830182,2.0,h14,1.0
h22,314.507,0.0,118,4,10000000.0,10.42203,0.460529,2.680317,67209812.0,53477376,13732436,20.43218927617295,2.0,h10,1.0
h23,515.417,0.0,45,2,10000000.0,11.710023,0.450745,2.602259,67209812.0,55312384,11897428,17.70192126113967,2.0,h14,1.0
h1,1296.648,0.0,87,4,10000000.0,9.624173,0.4529,2.619335,67209812.0,52166656,15043156,22.38238071548244,2.0,h10,1.0
h2,837.45,0.0,68,3,10000000.0,10.577702,0.472841,2.780585,67209812.0,56360960,10848852,16.14176810969208,2.0,h14,1.0
h6,338.785,0.0,76,3,10000000.0,17.3824,0.83912,7.934991,67209812.0,51118080,16091732,23.942533866930024,2.0,h10,2.0
h4,255.75,0.0,77,3,10000000.0,34.816794,0.993207,21.679655,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,5.0
h5,205.087,0.0,43,2,10000000.0,36.023219,0.994928,22.948413,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h7,363.907,0.0,123,5,10000000.0,26.019147,0.966535,14.754143,67209812.0,66584576,625236,0.930274883078084,2.0,h10,4.0
h8,331.596,0.0,79,4,10000000.0,31.393846,0.984908,18.212436,67209812.0,66846720,363092,0.5402365952161866,2.0,h14,4.0
h9,502.23,0.0,52,2,10000000.0,24.323422,0.93951,12.183172,67209812.0,64487424,2722388,4.050581185973262,2.0,h10,3.0
h11,720.309,0.0,25,1,10000000.0,25.515284,0.964535,14.501942,67209812.0,65273856,1935956,2.88046632238757,2.0,h14,4.0
h12,1043.552,0.0,61,3,10000000.0,20.075483,0.901708,10.074832,67209812.0,60555264,6654548,9.90115550390172,2.0,h10,3.0
h13,375.059,0.0,40,2,10000000.0,23.987836,0.947143,12.768968,67209812.0,61603840,5605972,8.341002352454133,2.0,h14,3.0
h21,890.215,0.0,98,4,10000000.0,18.969055,0.888327,9.520517,67209812.0,56885248,10324564,15.361691533968283,2.0,h10,3.0
h22,296.085,0.0,56,3,10000000.0,20.025474,0.923599,11.169033,67209812.0,58458112,8751700,13.0214618067969,2.0,h14,3.0
h23,726.722,0.0,88,4,10000000.0,18.31721,0.878618,9.158452,67209812.0,55312384,11897428,17.70192126113967,2.0,h10,2.0
h1,302.427,0.0,56,3,10000000.0,19.671398,0.907627,10.34455,67209812.0,57409536,9800276,14.58161495824449,2.0,h14,3.0
h2,506.418,0.0,106,5,10000000.0,18.511141,0.872315,8.938614,67209812.0,54263808,12946004,19.262074412587257,2.0,h10,2.0
h3,229.455,0.0,38,2,10000000.0,19.209393,0.903816,10.168974,67209812.0,56623104,10586708,15.751729821830182,2.0,h14,3.0
h6,313.694,0.0,70,3,10000000.0,19.029865,0.877051,9.10276,67209812.0,53215232,13994580,20.822227564034847,2.0,h10,2.0
h5,315.98,0.0,87,4,10000000.0,30.431593,0.985421,18.362834,67209812.0,67108864,100948,0.1501983073542893,2.0,h10,4.0
h7,256.979,0.0,62,3,10000000.0,31.197907,0.984974,18.231441,67209812.0,67108864,100948,0.1501983073542893,2.0,h14,4.0
h8,263.111,0.0,57,3,10000000.0,25.353492,0.962376,14.2454,67209812.0,66322432,887380,1.3203131709399811,2.0,h10,4.0
h9,292.611,0.0,65,3,10000000.0,26.413541,0.974978,16.016792,67209812.0,66584576,625236,0.930274883078084,2.0,h14,4.0
h11,405.342,0.0,42,2,10000000.0,23.570458,0.937635,12.050597,67209812.0,63963136,3246676,4.830657761697057,2.0,h10,3.0
h12,700.094,0.0,41,2,10000000.0,21.438575,0.94573,12.654368,67209812.0,64749568,2460244,3.660542898111365,2.0,h14,3.0
h13,965.034,0.0,49,2,10000000.0,20.903125,0.909426,10.429951,67209812.0,60030976,7178836,10.681232079625516,2.0,h10,3.0
h21,509.652,0.0,72,3,10000000.0,23.623,0.942255,12.384856,67209812.0,61341696,5868116,8.73104064031603,2.0,h14,3.0
h22,882.028,0.0,75,4,10000000.0,20.841067,0.898717,9.944617,67209812.0,56623104,10586708,15.751729821830182,2.0,h10,3.0
h23,251.258,0.0,49,2,10000000.0,21.780598,0.937005,12.006968,67209812.0,58458112,8751700,13.0214618067969,2.0,h14,3.0
h1,701.5,0.0,91,4,10000000.0,18.922978,0.881883,9.276881,67209812.0,55050240,12159572,18.091959549001565,2.0,h10,3.0
h2,284.812,0.0,52,3,10000000.0,18.973784,0.910559,10.484634,67209812.0,57147392,10062420,14.971653246106388,2.0,h14,3.0
h3,473.247,0.0,98,5,10000000.0,18.790298,0.875783,9.058184,67209812.0,54001664,13208148,19.652112700449152,2.0,h10,2.0
h4,267.962,0.0,60,3,10000000.0,19.191227,0.910963,10.504291,67209812.0,56360960,10848852,16.14176810969208,2.0,h14,3.0
h6,283.3,0.0,75,3,10000000.0,18.873945,0.870471,8.876337,67209812.0,52953088,14256724,21.212265851896746,2.0,h10,2.0
h7,306.697,0.0,91,4,10000000.0,14.737155,0.655601,4.629383,67209812.0,37486592,29723220,44.22452483574869,2.0,h10,2.0
h8,206.177,0.0,47,2,10000000.0,14.171941,0.666207,4.765233,67209812.0,40108032,27101780,40.32414195712971,2.0,h14,2.0
h9,213.952,0.0,48,2,10000000.0,14.410021,0.698633,5.209049,67209812.0,46399488,20810324,30.963223048444178,2.0,h10,2.0
h11,165.141,0.0,26,1,10000000.0,12.372808,0.585719,3.827052,67209812.0,44040192,23169620,34.47356763920125,2.0,h14,2.0
h12,331.284,0.0,65,3,10000000.0,12.836091,0.691471,5.10704,67209812.0,45088768,22121044,32.91341448775366,2.0,h10,2.0
h13,577.233,0.0,50,2,10000000.0,13.309764,0.633774,4.362503,67209812.0,39236164,27973648,41.62137516468577,2.0,h14,2.0
h21,1154.885,0.0,124,5,10000000.0,13.495793,0.649032,4.547321,67209812.0,43778048,23431764,34.863605927063155,2.0,h10,2.0
h22,557.729,0.0,74,3,10000000.0,12.039787,0.648213,4.537207,67209812.0,43778048,23431764,34.863605927063155,2.0,h14,2.0
h23,882.572,0.0,104,4,10000000.0,14.206122,0.610825,4.09855,67209812.0,28311552,38898260,57.87586491091509,2.0,h10,2.0
h1,371.631,0.0,83,3,10000000.0,14.26126,0.625551,4.266073,67209812.0,30670848,36538964,54.36552032015801,2.0,h14,2.0
h2,663.289,0.0,104,4,10000000.0,14.027796,0.665082,4.750616,67209812.0,44040192,23169620,34.47356763920125,2.0,h10,2.0
h3,219.208,0.0,55,2,10000000.0,13.15375,0.620503,4.207913,67209812.0,43778048,23431764,34.863605927063155,2.0,h14,2.0
h4,335.991,0.0,75,3,10000000.0,13.604322,0.659989,4.685069,67209812.0,38010880,29198932,43.44444826002489,2.0,h10,2.0
h5,218.158,0.0,55,2,10000000.0,12.994168,0.633008,4.353433,67209812.0,43647396,23562416,35.058000162238216,2.0,h14,2.0
h6,285.242,0.0,74,3,10000000.0,12.64406,0.672026,4.841609,67209812.0,38535168,28674644,42.664371684301095,2.0,h10,2.0
h8,258.316,0.0,74,3,10000000.0,36.414199,0.995126,23.12079,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,5.0
h9,,100.0,59,4,10000000.0,31.748398,0.990356,20.157448,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h11,237.183,0.0,49,2,10000000.0,23.430179,0.95922,13.895528,67209812.0,66584576,625236,0.930274883078084,2.0,h10,4.0
h12,505.605,0.0,52,2,10000000.0,31.122104,0.984604,18.125871,67209812.0,66846720,363092,0.5402365952161866,2.0,h14,4.0
h13,559.983,0.0,46,2,10000000.0,23.092798,0.932973,11.737484,67209812.0,64225280,2984532,4.440619473835159,2.0,h10,3.0
h21,578.237,0.0,48,4,10000000.0,25.187377,0.960973,14.086336,67209812.0,65011712,2198100,3.270504610249468,2.0,h14,4.0
h22,851.856,0.0,67,5,10000000.0,21.32416,0.904823,10.214698,67209812.0,60293120,6916692,10.29119379176362,2.0,h10,3.0
h23,497.387,0.0,67,5,10000000.0,22.409532,0.933758,11.788683,67209812.0,61341696,5868116,8.73104064031603,2.0,h14,3.0
h1,613.868,0.0,53,4,10000000.0,20.578069,0.895373,9.80356,67209812.0,56885248,10324564,15.361691533968283,2.0,h10,3.0
h2,389.318,0.0,62,5,10000000.0,21.654031,0.923683,11.173802,67209812.0,58458112,8751700,13.0214618067969,2.0,h14,3.0
h3,360.155,0.0,72,5,10000000.0,20.943038,0.894027,9.74803,67209812.0,55312384,11897428,17.70192126113967,2.0,h10,3.0
h4,334.64,0.0,48,3,10000000.0,21.735482,0.916695,10.793294,67209812.0,57147392,10062420,14.971653246106388,2.0,h14,3.0
h5,307.649,0.0,71,4,10000000.0,18.963152,0.878112,9.140408,67209812.0,54263808,12946004,19.262074412587257,2.0,h10,2.0
h7,254.36,0.0,56,3,10000000.0,19.156724,0.901331,10.058211,67209812.0,56360960,10848852,16.14176810969208,2.0,h14,3.0
h6,254.167,0.0,60,3,10000000.0,18.644441,0.873369,8.974598,67209812.0,53215232,13994580,20.822227564034847,2.0,h10,2.0
h9,319.019,0.0,24,4,10000000.0,36.067608,0.994343,22.473865,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h11,204.876,0.0,22,2,10000000.0,35.739591,0.994436,22.545753,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,5.0
h12,259.541,0.0,19,3,10000000.0,27.269034,0.971932,15.517837,67209812.0,66584576,625236,0.930274883078084,2.0,h14,4.0
h13,227.625,0.0,28,2,10000000.0,30.875684,0.984336,18.050941,67209812.0,66846720,363092,0.5402365952161866,2.0,h10,4.0
h21,458.396,0.0,14,4,10000000.0,24.097722,0.939196,12.160709,67209812.0,64749568,2460244,3.660542898111365,2.0,h14,3.0
h22,856.12,0.0,34,4,10000000.0,26.80764,0.968021,14.951407,67209812.0,65273856,1935956,2.88046632238757,2.0,h10,4.0
h23,,100.0,24,5,10000000.0,20.442113,0.901362,10.059557,67209812.0,60293120,6916692,10.29119379176362,2.0,h14,3.0
h1,,100.0,34,5,10000000.0,24.551897,0.950179,13.025913,67209812.0,61603840,5605972,8.341002352454133,2.0,h10,4.0
h2,1239.583,0.0,22,5,10000000.0,18.8125,0.887184,9.476276,67209812.0,56885248,10324564,15.361691533968283,2.0,h14,3.0
h3,1381.541,0.0,44,6,10000000.0,21.70549,0.932994,11.738886,67209812.0,58720256,8489556,12.631423518935003,2.0,h10,3.0
h4,1350.929,0.0,14,3,10000000.0,18.562376,0.880854,9.23921,67209812.0,55312384,11897428,17.70192126113967,2.0,h14,3.0
h5,947.657,0.0,28,4,10000000.0,19.648885,0.916398,10.777815,67209812.0,57147392,10062420,14.971653246106388,2.0,h10,3.0
h7,996.553,0.0,16,3,10000000.0,18.357538,0.8712,8.900846,67209812.0,54263808,12946004,19.262074412587257,2.0,h14,2.0
h8,287.73,0.0,22,3,10000000.0,19.611323,0.913196,10.614595,67209812.0,56623104,10586708,15.751729821830182,2.0,h10,3.0
h6,649.005,0.0,6,1,10000000.0,20.465456,0.88131,9.255855,67209812.0,53215232,13994580,20.822227564034847,2.0,h14,3.0
h11,158.255,0.0,15,1,10000000.0,36.34508,0.995061,23.063317,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h12,258.035,0.0,66,3,10000000.0,35.318368,0.994641,22.709361,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,5.0
h13,211.788,0.0,43,2,10000000.0,29.044947,0.979626,16.909262,67209812.0,66846720,363092,0.5402365952161866,2.0,h14,4.0
h21,318.854,0.0,97,4,10000000.0,31.053866,0.985968,18.528864,67209812.0,66846720,363092,0.5402365952161866,2.0,h10,4.0
h22,467.834,0.0,70,3,10000000.0,24.747144,0.945137,12.607172,67209812.0,65011712,2198100,3.270504610249468,2.0,h14,3.0
h23,781.768,0.0,91,4,10000000.0,26.660005,0.970029,15.232954,67209812.0,65536000,1673812,2.490428034525673,2.0,h10,4.0
h1,1083.629,0.0,69,3,10000000.0,20.601736,0.909495,10.433268,67209812.0,60817408,6392404,9.511117216039825,2.0,h14,3.0
h2,465.147,0.0,99,4,10000000.0,24.569392,0.955116,13.479093,67209812.0,62128128,5081684,7.560925776730339,2.0,h10,4.0
h3,755.656,0.0,45,2,10000000.0,18.968033,0.89145,9.64369,67209812.0,57409536,9800276,14.58161495824449,2.0,h14,3.0
h4,288.727,0.0,72,3,10000000.0,22.35711,0.941371,12.318871,67209812.0,58982400,8227412,12.241385231073105,2.0,h10,3.0
h5,576.082,0.0,39,2,10000000.0,18.514538,0.883542,9.3383,67209812.0,55574528,11635284,17.31188297327777,2.0,h14,3.0
h7,342.989,0.0,99,4,10000000.0,20.096641,0.918555,10.891338,67209812.0,57671680,9538132,14.191576670382592,2.0,h10,3.0
h8,342.234,0.0,37,2,10000000.0,18.751264,0.880018,9.208848,67209812.0,54525952,12683860,18.87203612472536,2.0,h14,3.0
h9,221.897,0.0,47,2,10000000.0,19.429365,0.911289,10.520222,67209812.0,56885248,10324564,15.361691533968283,2.0,h10,3.0
h6,202.63,0.0,20,1,10000000.0,18.664975,0.877272,9.110548,67209812.0,53739520,13470292,20.04215098831105,2.0,h14,2.0
h12,211.432,0.0,42,2,10000000.0,35.081915,0.993692,22.001388,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h13,203.315,0.0,44,2,10000000.0,36.471821,0.99596,23.935684,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,5.0
h21,337.156,0.0,73,3,10000000.0,27.155234,0.975422,16.094535,67209812.0,66846720,363092,0.5402365952161866,2.0,h14,4.0
h22,319.139,0.0,93,4,10000000.0,30.902417,0.984475,18.08958,67209812.0,66846720,363092,0.5402365952161866,2.0,h10,4.0
h23,423.458,0.0,50,2,10000000.0,23.050388,0.943191,12.455862,67209812.0,65011712,2198100,3.270504610249468,2.0,h14,3.0
h1,823.359,0.0,92,4,10000000.0,27.03744,0.971486,15.449354,67209812.0,65536000,1673812,2.490428034525673,2.0,h10,4.0
h2,1093.634,0.0,72,3,10000000.0,21.519293,0.918812,10.905073,67209812.0,60817408,6392404,9.511117216039825,2.0,h14,3.0
h3,463.733,0.0,94,4,10000000.0,24.569652,0.955224,13.489534,67209812.0,62128128,5081684,7.560925776730339,2.0,h10,4.0
h4,906.789,0.0,75,3,10000000.0,20.87484,0.901676,10.073399,67209812.0,57409536,9800276,14.58161495824449,2.0,h14,3.0
h5,356.172,0.0,94,4,10000000.0,22.727816,0.938787,12.131562,67209812.0,58982400,8227412,12.241385231073105,2.0,h10,3.0
h7,577.445,0.0,75,3,10000000.0,18.811478,0.882102,9.284935,67209812.0,55574528,11635284,17.31188297327777,2.0,h14,3.0
h8,295.623,0.0,70,3,10000000.0,22.336224,0.929389,11.511306,67209812.0,57671680,9538132,14.191576670382592,2.0,h10,3.0
h9,321.111,0.0,59,3,10000000.0,21.106293,0.891595,9.649495,67209812.0,54525952,12683860,18.87203612472536,2.0,h14,3.0
h11,222.342,0.0,43,2,10000000.0,19.481002,0.911544,10.532718,67209812.0,56885248,10324564,15.361691533968283,2.0,h10,3.0
h6,188.529,0.0,25,1,10000000.0,18.67515,0.87622,9.073497,67209812.0,53477376,13732436,20.43218927617295,2.0,h14,2.0
h13,204.568,0.0,54,2,10000000.0,29.908072,0.981933,17.431089,67209812.0,67108864,100948,0.1501983073542893,2.0,h14,4.0
h21,360.19,0.0,131,5,10000000.0,24.902893,0.962945,14.311504,67209812.0,66322432,887380,1.3203131709399811,2.0,h10,4.0
h22,267.736,0.0,73,3,10000000.0,23.543896,0.943815,12.503795,67209812.0,64749568,2460244,3.660542898111365,2.0,h14,3.0
h23,334.96,0.0,111,4,10000000.0,24.898961,0.955959,13.561435,67209812.0,64225280,2984532,4.440619473835159,2.0,h10,4.0
h1,539.303,0.0,76,3,10000000.0,21.937009,0.926949,11.363743,67209812.0,62128128,5081684,7.560925776730339,2.0,h14,3.0
h2,936.4,0.0,128,5,10000000.0,22.552576,0.945865,12.665257,67209812.0,62914560,4295252,6.390810913144645,2.0,h10,3.0
h3,945.297,0.0,56,2,10000000.0,21.180156,0.90178,10.078022,67209812.0,58720256,8489556,12.631423518935003,2.0,h14,3.0
h4,403.991,0.0,105,3,10000000.0,22.967149,0.939301,12.168203,67209812.0,61341696,5868116,8.73104064031603,2.0,h10,3.0
h5,815.207,0.0,53,2,10000000.0,19.211513,0.881911,9.277905,67209812.0,56360960,10848852,16.14176810969208,2.0,h14,3.0
h7,373.362,0.0,135,5,10000000.0,22.112403,0.923661,11.172519,67209812.0,58195968,9013844,13.411500094658798,2.0,h10,3.0
h8,719.792,0.0,94,4,10000000.0,18.512754,0.867104,8.764893,67209812.0,54788096,12421716,18.481997836863464,2.0,h14,2.0
h9,254.248,0.0,93,2,10000000.0,19.577556,0.904712,10.209626,67209812.0,56885248,10324564,15.361691533968283,2.0,h10,3.0
h11,412.524,0.0,64,1,10000000.0,18.48099,0.868028,8.795182,67209812.0,53739520,13470292,20.04215098831105,2.0,h14,2.0
h12,310.539,0.0,82,3,10000000.0,18.969609,0.897593,9.896701,67209812.0,56098816,11110996,16.53180639755398,2.0,h10,3.0
h6,229.566,0.0,30,1,10000000.0,20.016834,0.87442,9.010787,67209812.0,52690944,14518868,21.60230413975864,2.0,h14,2.0
h21,338.333,0.0,55,3,10000000.0,34.95304,0.992948,21.516869,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h22,329.141,0.0,77,4,10000000.0,34.387151,0.993912,22.155246,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,5.0
h23,318.02,0.0,45,2,10000000.0,27.435739,0.974491,15.933101,67209812.0,66584576,625236,0.930274883078084,2.0,h14,4.0
h1,359.796,0.0,84,4,10000000.0,30.636892,0.983943,17.943227,67209812.0,66846720,363092,0.5402365952161866,2.0,h10,4.0
h2,859.611,0.0,57,3,10000000.0,22.70989,0.934733,11.853079,67209812.0,64749568,2460244,3.660542898111365,2.0,h14,3.0
h3,839.414,0.0,90,4,10000000.0,25.878348,0.964037,14.441489,67209812.0,65273856,1935956,2.88046632238757,2.0,h10,4.0
h4,1064.103,0.0,69,4,10000000.0,21.303507,0.918074,10.865788,67209812.0,60555264,6654548,9.90115550390172,2.0,h14,3.0
h5,396.618,0.0,90,4,10000000.0,23.087041,0.946468,12.713857,67209812.0,61865984,5343828,7.950964064592235,2.0,h10,3.0
h7,825.977,0.0,59,3,10000000.0,19.487396,0.894392,9.763047,67209812.0,57147392,10062420,14.971653246106388,2.0,h14,3.0
h8,299.514,0.0,61,3,10000000.0,22.886368,0.941178,12.304569,67209812.0,58982400,8227412,12.241385231073105,2.0,h10,3.0
h9,533.536,0.0,78,3,10000000.0,18.365491,0.875903,9.062377,67209812.0,55574528,11635284,17.31188297327777,2.0,h14,2.0
h11,230.951,0.0,45,2,10000000.0,19.988126,0.919083,10.919605,67209812.0,57671680,9538132,14.191576670382592,2.0,h10,3.0
h12,238.037,0.0,192,2,10000000.0,19.157041,0.88083,9.238325,67209812.0,54525952,12683860,18.87203612472536,2.0,h14,3.0
h13,236.491,0.0,44,2,10000000.0,19.596147,0.912081,10.559197,67209812.0,56623104,10586708,15.751729821830182,2.0,h10,3.0
h6,181.65,0.0,26,1,10000000.0,18.517384,0.872893,8.958312,67209812.0,53739520,13470292,20.04215098831105,2.0,h14,2.0
h22,263.053,0.0,48,3,10000000.0,27.637847,0.980155,17.023427,67209812.0,67108864,100948,0.1501983073542893,2.0,h14,4.0
h23,359.733,0.0,88,5,10000000.0,27.272005,0.9817,17.375421,67209812.0,67108864,100948,0.1501983073542893,2.0,h10,4.0
h1,340.513,0.0,65,3,10000000.0,28.765391,0.977486,16.475407,67209812.0,66846720,363092,0.5402365952161866,2.0,h14,4.0
h2,338.544,0.0,71,4,10000000.0,27.237851,0.975035,16.026602,67209812.0,66584576,625236,0.930274883078084,2.0,h10,4.0
h3,620.273,0.0,44,2,10000000.0,25.296564,0.952008,13.188294,67209812.0,65011712,2198100,3.270504610249468,2.0,h14,4.0
h4,772.147,0.0,70,3,10000000.0,26.691282,0.970877,15.357615,67209812.0,65536000,1673812,2.490428034525673,2.0,h10,4.0
h5,917.882,0.0,62,2,10000000.0,21.995762,0.917948,10.859117,67209812.0,60817408,6392404,9.511117216039825,2.0,h14,3.0
h7,439.745,0.0,87,4,10000000.0,25.219034,0.954957,13.463718,67209812.0,61865984,5343828,7.950964064592235,2.0,h10,4.0
h8,741.012,0.0,38,2,10000000.0,19.181733,0.89344,9.724057,67209812.0,57147392,10062420,14.971653246106388,2.0,h14,3.0
h9,244.425,0.0,46,2,10000000.0,22.157586,0.939971,12.21642,67209812.0,58982400,8227412,12.241385231073105,2.0,h10,3.0
h11,513.601,0.0,24,1,10000000.0,18.596309,0.883363,9.331637,67209812.0,55574528,11635284,17.31188297327777,2.0,h14,3.0
h12,263.395,0.0,69,3,10000000.0,22.131878,0.930357,11.571247,67209812.0,57671680,9538132,14.191576670382592,2.0,h10,3.0
h13,335.756,0.0,48,2,10000000.0,18.388986,0.877224,9.108872,67209812.0,54525952,12683860,18.87203612472536,2.0,h14,2.0
h21,384.147,0.0,90,5,10000000.0,22.060138,0.925728,11.291755,67209812.0,56623104,10586708,15.751729821830182,2.0,h10,3.0
h6,211.212,0.0,23,1,10000000.0,18.586931,0.877045,9.102534,67209812.0,53739520,13470292,20.04215098831105,2.0,h14,2.0
h23,865.743,0.0,43,2,10000000.0,36.235771,0.995111,23.107572,67209812.0,67371008,-161196,-0.239839980507608,2.0,h14,5.0
h1,313.41,0.0,101,4,10000000.0,33.621268,0.989911,19.961681,67209812.0,67371008,-161196,-0.239839980507608,2.0,h10,4.0
h2,390.606,0.0,66,3,10000000.0,22.20268,0.944151,12.529838,67209812.0,66584576,625236,0.930274883078084,2.0,h14,3.0
h3,771.512,0.0,82,4,10000000.0,23.290227,0.96896,15.080765,67209812.0,66846720,363092,0.5402365952161866,2.0,h10,4.0
h4,1251.279,0.0,69,4,10000000.0,24.521182,0.934302,11.824475,67209812.0,64487424,2722388,4.050581185973262,2.0,h14,3.0
